"xml_@ref","xml_text()","aiddata_id","iati_org_code","iati_org_name"
"1860","UN High Com'r Human Rights","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41121","UNHCR","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41121","United Nations High Commissioner for Refugees (UNHCR)","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41121","United Nations Office of the United Nations High Commissioner for Refugees","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41121","United Nations Office of the United Nations High Commissioner for Refugees (UNHCR)","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41121","HCR - Haut Commissariat des Nations Unies pour les r?fugi?s","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41121","NNUU ACNUR - Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41121","UNHCR - United Nations High Commissioner for Refugees","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41121","United Nations Office of the United Nations High Commissioner for Refugees","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41313","OHCHR","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41313","HCDH - Nations Unies - Bureau du Commissariat aux droits de l'homme","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41313","NNUU OTROS: ACNUDH - Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41313","OHCHR - United Nations Office of the High Commissioner for Human Rights","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41313","United Nations High Commissioner for Human Rights (extrabudgetary contributions only)","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41313","United Nations High Commissioner for Human Rights","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"41313","United Nations High Commissioner for Human Rights (OHCHR)","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","UNITED NATIONS HIGH COMMISSIONER FOR REFUGEES","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","OHCHR - United Nations Office of the High Commissioner for Human Rights","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","United Nations Office of the High Commissioner for Human Rights","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","OHCHR","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","OHCHR UN High C Human Rights","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","United Nations High Commission","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","United Nations High Commissioner For Human Rights","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","United Nations High Commissioner for Human Rights (extrabudgetary contributions only)","53435546","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","Allocation of unearmarked funds by UNHCR","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","UNHCR","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","UNHCR - United Nations High Commissioner for Refugees","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","United Nations Office of the United Nations High Commissioner for Refugees","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"","UN High Commissioner for Refugees UNHCR","51947246","41121","United Nations Office of the United Nations High Commissioner for Refugees"
"35","UNITED NATIONS CHILDREN'S FUND","50","41122","United Nations Children?s Fund"
"10602","UN-HABITAT","50","41122","United Nations Children?s Fund"
"11229","UNICEF Morocco","50","41122","United Nations Children?s Fund"
"41122","UNICEF","50","41122","United Nations Children?s Fund"
"41122","UNICEF Canada","50","41122","United Nations Children?s Fund"
"41122","United Nations Children?????s Fund (UNICEF)","50","41122","United Nations Children?s Fund"
"41122","United Nations Children??s Fund","50","41122","United Nations Children?s Fund"
"41122","United Nations Children??s Fund","50","41122","United Nations Children?s Fund"
"41122","United Nations Children's Fund","50","41122","United Nations Children?s Fund"
"41122","United Nations Children's Fund (UNICEF)","50","41122","United Nations Children?s Fund"
"41122","United Nations Childrens Fund","50","41122","United Nations Children?s Fund"
"41122","NNUU UNICEF - Fondo de las Naciones Unidas para la Infancia","50","41122","United Nations Children?s Fund"
"41122","UNICEF - Fonds des Nations Unies pour l'enfance","50","41122","United Nations Children?s Fund"
"41122","UNICEF - United Nations Children's Fund","50","41122","United Nations Children?s Fund"
"41122","United Nations Children??s Fund","50","41122","United Nations Children?s Fund"
"","UN CHILDREN'S FUND","50","41122","United Nations Children?s Fund"
"","UNICEF - Fonds des Nations Unies pour l'enfance","50","41122","United Nations Children?s Fund"
"","UNICEF - United Nations Children's Fund","50","41122","United Nations Children?s Fund"
"","UNICEF Canada","50","41122","United Nations Children?s Fund"
"","UNICEF Childrens Fund","50","41122","United Nations Children?s Fund"
"","UNICEF Danmark","50","41122","United Nations Children?s Fund"
"","UN Children's Fund (UNICEF)","50","41122","United Nations Children?s Fund"
"","UN United Nations Children's Fund UNICEF","50","41122","United Nations Children?s Fund"
"","UNHCR - Geneva","50","41122","United Nations Children?s Fund"
"","UNICEF (FOR GR ALLOCATIONS ONLY)","50","41122","United Nations Children?s Fund"
"","United Nations Children's Fund","50","41122","United Nations Children?s Fund"
"","UNICEF","50","41122","United Nations Children?s Fund"
"","United Nations Childrens Fund (UNICEF)","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Australia","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Austria","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Belgium","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Canada","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Denmark","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Finland","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/France","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Germany","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Hellenic","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Hong Kong","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Hungary","50","41122","United Nations Children?s Fund"
"","UNICEF National Committee/Iceland","50","41122","United Nations Children?s Fund"
